congress,year,n_targets,n_resolved_papers,n_evidence_rows,n_candidate_works_with_countries,n_index_titles,n_fuzzy_candidates_checked,venue_query,source_id,source_status,source_display_name,query_mode,n_pages,n_raw_results,seconds_fetch,seconds_match,seconds_total,cache_hit
ICSME,2013,1,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.492,0.0,0.492,False
ICSME,2014,1,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.583,0.0,0.583,False
ICSME,2015,2,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.454,0.0,0.454,False
ICSME,2016,8,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.479,0.0,0.48,False
ICSME,2017,3,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.476,0.0,0.477,False
ICSME,2018,1,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.525,0.0,0.525,False
ICSME,2019,1,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.436,0.0,0.436,False
ICSME,2020,3,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.441,0.0,0.441,False
ICSME,2021,2,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.454,0.0,0.454,False
ICSME,2022,3,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.457,0.0,0.457,False
ICSME,2024,1,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.458,0.0,0.459,False
ICSME,2025,3,0,0,0,0,0,Software Maintenance and Evolution,S4306421308,resolved,"Workshop Software Visualization, Evolution and Maintenance",source_id,0,0,0.441,0.0,0.442,False
ICSOC,2003,1,0,0,0,0,0,Service-Oriented Computing,S4306420522,resolved,Middleware for Service Oriented Computing,source_id,0,0,0.473,0.0,0.974,False
ICSOC,2004,1,0,0,0,0,0,Service-Oriented Computing,S4306420522,resolved,Middleware for Service Oriented Computing,source_id,0,0,0.504,0.0,0.505,False
ICSOC,2005,3,0,0,0,0,0,Service-Oriented Computing,S4306420522,resolved,Middleware for Service Oriented Computing,source_id,0,0,0.463,0.0,0.464,False
ICSOC,2006,3,0,0,0,0,0,Service-Oriented Computing,S4306420522,resolved,Middleware for Service Oriented Computing,source_id,0,0,0.47,0.0,0.471,False
ICSOC,2007,2,0,0,0,0,0,Service-Oriented Computing,S4306420522,resolved,Middleware for Service Oriented Computing,source_id,0,0,0.465,0.0,0.465,False
ICSOC,2008,2,0,0,0,0,0,Service-Oriented Computing,S4306420522,resolved,Middleware for Service Oriented Computing,source_id,0,0,0.466,0.0,0.467,False
ICSOC,2012,2,0,0,0,0,0,Service-Oriented Computing,S4306420522,resolved,Middleware for Service Oriented Computing,source_id,0,0,0.456,0.0,0.457,False
ICSOC,2013,3,0,0,0,0,0,Service-Oriented Computing,S4306420522,resolved,Middleware for Service Oriented Computing,source_id,0,0,0.472,0.0,0.473,False
ICSOC,2015,3,0,0,0,0,0,Service-Oriented Computing,S4306420522,resolved,Middleware for Service Oriented Computing,source_id,0,0,0.517,0.0,0.517,False
ICSOC,2016,2,0,0,0,0,0,Service-Oriented Computing,S4306420522,resolved,Middleware for Service Oriented Computing,source_id,0,0,0.457,0.0,0.457,False
ICSOC,2017,1,0,0,0,0,0,Service-Oriented Computing,S4306420522,resolved,Middleware for Service Oriented Computing,source_id,0,0,0.458,0.0,0.458,False
ICSOC,2021,1,0,0,0,0,0,Service-Oriented Computing,S4306420522,resolved,Middleware for Service Oriented Computing,source_id,0,0,0.465,0.0,0.465,False
ICST,2008,1,0,0,0,0,0,Software Testing Verification and Validation,S4306419849,resolved,"International Conference on Software Testing, Verification, and Validation",source_id,0,0,0.472,0.0,0.89,False
ICST,2009,2,0,0,1,1,2,Software Testing Verification and Validation,S4306419849,resolved,"International Conference on Software Testing, Verification, and Validation",source_id,1,2,0.469,0.0,0.469,False
ICST,2010,2,0,0,1,1,2,Software Testing Verification and Validation,S4306419849,resolved,"International Conference on Software Testing, Verification, and Validation",source_id,1,1,0.501,0.0,0.502,False
ICST,2012,1,0,0,0,0,0,Software Testing Verification and Validation,S4306419849,resolved,"International Conference on Software Testing, Verification, and Validation",source_id,0,0,0.506,0.0,0.506,False
ICST,2013,2,0,0,3,3,2,Software Testing Verification and Validation,S4306419849,resolved,"International Conference on Software Testing, Verification, and Validation",source_id,1,3,0.463,0.0,0.464,False
ICST,2015,2,0,0,0,0,0,Software Testing Verification and Validation,S4306419849,resolved,"International Conference on Software Testing, Verification, and Validation",source_id,0,0,0.456,0.0,0.456,False
ICST,2017,8,0,0,1,1,8,Software Testing Verification and Validation,S4306419849,resolved,"International Conference on Software Testing, Verification, and Validation",source_id,1,1,0.445,0.0,0.445,False
ICST,2018,30,0,0,0,0,0,Software Testing Verification and Validation,S4306419849,resolved,"International Conference on Software Testing, Verification, and Validation",source_id,0,0,0.427,0.001,0.428,False
ICST,2019,1,0,0,0,0,0,Software Testing Verification and Validation,S4306419849,resolved,"International Conference on Software Testing, Verification, and Validation",source_id,0,0,0.465,0.0,0.465,False
ICST,2020,1,0,0,30,30,1,Software Testing Verification and Validation,S4306419849,resolved,"International Conference on Software Testing, Verification, and Validation",source_id,1,46,0.861,0.001,0.863,False
ICST,2021,3,0,0,0,0,0,Software Testing Verification and Validation,S4306419849,resolved,"International Conference on Software Testing, Verification, and Validation",source_id,0,0,0.465,0.0,0.466,False
ICST,2022,2,0,0,0,0,0,Software Testing Verification and Validation,S4306419849,resolved,"International Conference on Software Testing, Verification, and Validation",source_id,0,0,0.439,0.0,0.439,False
ICST,2023,2,0,0,0,0,0,Software Testing Verification and Validation,S4306419849,resolved,"International Conference on Software Testing, Verification, and Validation",source_id,0,0,0.471,0.0,0.471,False
ICST,2024,1,0,0,0,0,0,Software Testing Verification and Validation,S4306419849,resolved,"International Conference on Software Testing, Verification, and Validation",source_id,0,0,0.44,0.0,0.44,False
ICST,2025,1,0,0,0,0,0,Software Testing Verification and Validation,S4306419849,resolved,"International Conference on Software Testing, Verification, and Validation",source_id,0,0,0.459,0.0,0.459,False
ICWS,2003,83,6,7,6,6,359,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,1,58,0.737,0.005,1.462,False
ICWS,2004,15,3,3,52,52,244,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,1,61,0.771,0.003,0.774,False
ICWS,2005,15,0,0,0,0,0,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,0,0,0.45,0.001,0.451,False
ICWS,2006,12,0,0,0,0,0,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,1,2,0.464,0.0,0.464,False
ICWS,2007,5,1,1,2,2,9,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,1,5,0.49,0.0,0.491,False
ICWS,2008,3,0,0,0,0,0,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,0,0,0.462,0.0,0.462,False
ICWS,2009,3,0,0,1,1,3,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,1,1,0.465,0.0,0.465,False
ICWS,2010,1,0,0,1,1,1,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,1,1,0.477,0.0,0.477,False
ICWS,2011,2,0,0,0,0,0,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,0,0,0.473,0.0,0.473,False
ICWS,2012,2,0,0,1,1,2,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,1,1,0.514,0.0,0.514,False
ICWS,2013,1,0,0,0,0,0,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,0,0,0.462,0.0,0.462,False
ICWS,2014,2,0,0,1,1,2,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,1,1,0.475,0.0,0.475,False
ICWS,2015,3,0,0,0,0,0,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,0,0,0.464,0.0,0.464,False
ICWS,2016,3,0,0,0,0,0,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,0,0,0.46,0.0,0.46,False
ICWS,2017,1,0,0,0,0,0,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,0,0,0.447,0.0,0.448,False
ICWS,2019,1,0,0,0,0,0,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,0,0,0.463,0.0,0.464,False
ICWS,2020,1,0,0,0,0,0,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,0,0,0.474,0.0,0.474,False
ICWS,2021,2,0,0,0,0,0,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,0,0,0.466,0.0,0.466,False
ICWS,2023,1,0,0,0,0,0,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,0,0,0.459,0.0,0.46,False
ICWS,2024,1,0,0,0,0,0,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,0,0,0.443,0.0,0.443,False
ICWS,2025,9,0,0,0,0,0,International Conference on Web Services,S4306419921,resolved,International Conference on Web Services,source_id,0,0,0.451,0.0,0.451,False
ICWSM,2007,72,0,0,0,0,0,International AAAI Conference on Web and Social Media,S4363608822,resolved,Proceedings of the International AAAI Conference on Web and Social Media,source_id,0,0,0.468,0.002,1.216,False
ICWSM,2008,52,0,0,0,0,0,International AAAI Conference on Web and Social Media,S4363608822,resolved,Proceedings of the International AAAI Conference on Web and Social Media,source_id,0,0,0.496,0.002,0.498,False
ICWSM,2009,74,0,0,0,0,0,International AAAI Conference on Web and Social Media,S4363608822,resolved,Proceedings of the International AAAI Conference on Web and Social Media,source_id,0,0,0.448,0.002,0.451,False
ICWSM,2010,72,0,0,0,0,0,International AAAI Conference on Web and Social Media,S4363608822,resolved,Proceedings of the International AAAI Conference on Web and Social Media,source_id,0,0,0.462,0.002,0.464,False
ICWSM,2011,116,0,0,0,0,0,International AAAI Conference on Web and Social Media,S4363608822,resolved,Proceedings of the International AAAI Conference on Web and Social Media,source_id,0,0,0.448,0.005,0.453,False
ICWSM,2012,110,0,0,0,0,0,International AAAI Conference on Web and Social Media,S4363608822,resolved,Proceedings of the International AAAI Conference on Web and Social Media,source_id,0,0,0.5,0.002,0.502,False
ICWSM,2013,98,0,0,0,0,0,International AAAI Conference on Web and Social Media,S4363608822,resolved,Proceedings of the International AAAI Conference on Web and Social Media,source_id,0,0,0.43,0.003,0.433,False
ICWSM,2014,82,0,0,0,0,0,International AAAI Conference on Web and Social Media,S4363608822,resolved,Proceedings of the International AAAI Conference on Web and Social Media,source_id,0,0,0.464,0.003,0.468,False
ICWSM,2015,97,0,0,0,0,0,International AAAI Conference on Web and Social Media,S4363608822,resolved,Proceedings of the International AAAI Conference on Web and Social Media,source_id,0,0,0.47,0.004,0.473,False
ICWSM,2016,117,0,0,0,0,0,International AAAI Conference on Web and Social Media,S4363608822,resolved,Proceedings of the International AAAI Conference on Web and Social Media,source_id,0,0,0.449,0.004,0.453,False
ICWSM,2017,118,0,0,0,0,0,International AAAI Conference on Web and Social Media,S4363608822,resolved,Proceedings of the International AAAI Conference on Web and Social Media,source_id,0,0,0.595,0.004,0.599,False
ICWSM,2018,100,0,0,0,0,0,International AAAI Conference on Web and Social Media,S4363608822,resolved,Proceedings of the International AAAI Conference on Web and Social Media,source_id,0,0,0.596,0.004,0.6,False
ICWSM,2019,68,0,0,0,0,0,International AAAI Conference on Web and Social Media,S4363608822,resolved,Proceedings of the International AAAI Conference on Web and Social Media,source_id,0,0,0.602,0.002,0.603,False
ICWSM,2020,99,0,0,0,0,0,International AAAI Conference on Web and Social Media,S4363608822,resolved,Proceedings of the International AAAI Conference on Web and Social Media,source_id,0,0,0.586,0.003,0.589,False
ICWSM,2021,102,0,0,0,0,0,International AAAI Conference on Web and Social Media,S4363608822,resolved,Proceedings of the International AAAI Conference on Web and Social Media,source_id,0,0,0.481,0.002,0.483,False
ICWSM,2022,136,0,0,0,0,0,International AAAI Conference on Web and Social Media,S4363608822,resolved,Proceedings of the International AAAI Conference on Web and Social Media,source_id,0,0,0.459,0.006,0.465,False
ICWSM,2023,1,0,0,0,0,0,International AAAI Conference on Web and Social Media,S4363608822,resolved,Proceedings of the International AAAI Conference on Web and Social Media,source_id,0,0,0.543,0.0,0.543,False
