venue,conference_name,core_year,level,source_files,n_raw_rows,had_conflict,level_raw_values,policy_2010
FORTE,"IFIP Joint International Conference on Formal Description Techniques and Protocol Specification, Testing, And Verification",2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
FOSSACS,Foundations of Software Science and Computational Structures,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
FSE,"ACM International Conference on the Foundations of Software Engineering (was ESEC/FSE, changed 2024; duplicate previously listed as ESEC, removed from DB)",2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
FSR,International Conference on Field and Service Robotics,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
FUZZ-IEEE,IEEE International Conference on Fuzzy Systems,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
GD,Graph Drawing,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
GECCO,Genetic and Evolutionary Computations,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
GRID,IEEE/ACM International Conference on Grid Computing,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
HICSS,Hawaii International Conference on System Sciences,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
HOTCHIPS (HCS),Symposium on High Performance Chips,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
HOTNETS,ACM Workshop on Hot Topics in Networks,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
HPDC,ACM International Symposium on High Performance Distributed Computing,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
HiPC,International Conference on High Performance Computing,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
HotOS,USENIX Workshop on Hot Topics in Operating Systems,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
Hypertext,ACM Conference on Hypertext and Social Media,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICADL,International Conference of Asian Digital Libraries,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICALP,International Colloquium on Automata Languages and Programming,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICARCV,"International Conference on Control, Automation, Robotics and Vision",2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICCAD,IEEE/ACM International Conference on Computer-Aided Design,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICCCN,International Conference on Computer Communication and Networks,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICCL,IEEE International Conference on Computer Languages,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICCS,International Conference on Computational Science,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICDAR,IEEE International Conference on Document Analysis and Recognition,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICDCS,International Conference on Distributed Computing Systems,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICDT,International Conference on Database Theory,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICECCS,IEEE International Conference on Engineering of Complex Computer Systems,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICLP,International Conference on Logic Programming,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICMCS,IEEE International Conference on Multimedia Computing and Systems,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICNP,International Conference on Network Protocols,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICONIP,International Conference on Neural Information Processing,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICPP,International Conference on Parallel Processing,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICS,ACM International Conference on Supercomputing,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICSA,International Conference on Software Architecture (was previously WICSA),2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICSC2,International Computer Symposium Conference,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICSME,"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICSOC,International Conference on Service Oriented Computing,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICSPC,International Conference on Security in Pervasive Computing,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICSR,International Conference on Software Reuse,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICSSP,International Conference on Software and System Processes (was ICSP prior to 2011),2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICTL,International Conference on Temporal Logic,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ICWS,IEEE International Conference on Web Services,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
IDA,Intelligent Data Analysis,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
IEEE Alife,IEEE International Symposium on Artificial Life,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
IEEE SSE,IEEE International Conference on Software Services Engineering (previously IEEE International Conference on Services Computing SCC),2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
IEEE VIS,IEEE Visualization,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
IEEETKDE,IEEE Transactions on Knowledge and Data Engineering,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
IJCNN,IEEE International Joint Conference on Neural Networks,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ILPS,International Logic Programming Symposium,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
IM,IFIP/IEEE International Symposium on Integrated Management (even years sharing with NOMS),2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
IMC,Internet Measurement Conference,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
IPCO,Conference on Integer Programming and Combinatorial Optimization,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
IPDPS,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
IROS,IEEE/RSJ International Conference on Intelligent Robots and Systems,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ISAAC,International Symposium on Algorithms and Computation,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ISD,International Conference on Information Systems Development,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ISMB,Intelligent Systems in Molecular Biology,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ISMM,International Symposium on Memory Management,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ISR,International Symposium on Robotics,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ISRR,International Symposium on Robotics Research,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ISS,ACM International Conference on Interactive Surfaces and Spaces (was International Workshop on Horizontal Interactive Human-Computer Systems: Tabletop),2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ISSCC,IEEE International Solid-State Circuits Conference,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ISSRE,International Symposium on Software Reliability Engineering,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ISSTA,International Symposium on Software Testing and Analysis,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ITP,"Conference on Interactive Theorem Proving (previously TPHOLs, changed in 2009)",2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ITS,International Conference on Intelligent Tutoring Systems,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
ITiCSE,Annual Conference on Innovation and Technology in Computer Science Education,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
IUI,International Conference on Intelligent User Interfaces,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
Interact,IFIP TC13 Conference on Human-Computer Interaction,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
Interspeech,Annual Conference of the International Speech Communication Association (was Eurospeech),2014,A,COREA-2014.csv,2,False,A,infer_2008_2013
JELIA,"Logics in Artificial Intelligence, European Conference",2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
K-CAP,Knowledge capture,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
LCN,IEEE Conference on Local Computer Networks,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
LCTES,"ACM SIGPLAN Conference on Languages, Compilers and Tools for Embedded Systems",2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
LPAR,Logic Programming and Automated Reasoning,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
LPNMR,International Conference on Logic Programming and Non-monotonic Reasoning,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
MASCOTS,Symposium Model Analysis and Simulation of Computer and Telecommunications Systems,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
MATES ENASE,"Net Object Days (Includings MATES, ENASE etc.)",2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
MFCS,International Symposium on Mathematical Foundations of Computer Science,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
MICCAI,Medical Image Computing and Computer-Assisted Intervention,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
MICRO,International Symposium on Microarchitecture,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
MMCN,ACM/SPIE Multimedia Computing and Networking,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
MOBIHOC,ACM Symposium on Mobile Ad Hoc Networking and Computing,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
MSWIM,"ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
MassPar,Symposium on Frontiers of Massively Parallel Processing,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
Middleware,ACM/IFIP/USENIX International Middleware Conference,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
Mobiquitous,International Conference on Mobile and Ubiquitous Systems: Networks and Services,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
NAACL,North American Association for Computational Linguistics,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
NCA,IEEE International Symposium on Network Computing and Applications,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
NDSS,Usenix Network and Distributed System Security Symposium,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
NOSSDAV,Network and Operating System Support for Digital Audio and Video,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
NetStore,Network Storage Symposium,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
Networking,IFIP International Conference on Networking,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
OCIS,AoM Organizational Communication and Information Systems,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
OPENARCH,IEEE Conference on Open Architecture and Network Programming,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
PACIS,Pacific Asia Conference on Information Systems,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
PACT,International Conference on Parallel Architecture and Compilation Techniques,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
PAKDD,Pacific-Asia Conference on Knowledge Discovery and Data Mining,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
PERFORMANCE,"IFIP International Symposium on Computing Performance, Modelling, Measurement and Evaluation",2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
PG,Pacific Conference on Computer Graphics and Applications,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
PPSN,Parallel Problem Solving from Nature,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
PPoPP,Principles and Practice of Parallel Programming,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
PT,Performance Tools - International Conference on Model Techniques & Tools for CPE,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
PacificVis,IEEE Pacific Visualization Symposium (was APVIS),2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
RAID,"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
RANDOM,International Workshop on Randomization and Computation,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
RE,IEEE International Requirements Engineering Conference,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
RTA,International Conference on Rewriting Techniques and Applications (now merged with FSCD Formal Structures for Computation and Deduction),2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
RTAS,IEEE Real-Time and Embedded Technology and Applications Symposium,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
SAS,Static Analysis Symposium,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
SAT,International Conference on Theory and Applications of Satisfiability Testing,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
SC,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
SCOPES,International Workshop on Software and Compilers for Embedded Systems,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
SDM,SIAM International Conference on Data Mining,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
SDSDI,Unix Symposium on Operating Systems Design and Implementation,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
SIGCSE,ACM Special Interest Group on Computer Science Education Conference,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
SMS,IEEE International Symposium on Software Metrics,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
SPAA,Symposium on Parallelism in Algorithms and Architectures,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
SPICE,Software Process Improvement and Capability Determination,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
SRDS,Symposium on Reliable Distributed Systems,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
SSDBM,International Conference on Scientific and Statistical Data Base Management,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
SSPR,Structural and Syntactical Pattern Recognition,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
SSR,ACM Symposium on Software Reusability,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
SSTD,International Symposium on Spatial and Temporal Databases,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
SecureComm,International Conference on Security and Privacy for Communication Networks,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
SoCG,International Symposium on Computational Geometry,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
TABLEAUX,International Conference on Theorem Proving with Analytic Tableaux and Related Methods,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
TACAS,Tools and Algorithms for Construction and Analysis of Systems,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
TARK,Theoretical Aspects of Rationality and Knowledge,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
TCC,Theory of Cryptography Conference,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
TEI,"Tangible, Embedded, and Embodied Interaction",2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
TPDL,International Conference on Theory and Practice of Digital Libraries (was ECDL until 2010),2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
TrustCom,"International Conference on Trust, Security and Privacy in Computing and Communications",2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
UIST,ACM Symposium on User Interface Software and Technology,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
USENIX,Usenix Annual Technical Conference,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
USITS,Unix Symposium on Internet Technologies,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
VEE,International Conference on Virtual Execution Environments,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
VLSI,Symposia on VLSI Technology and Circuits,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
VR,IEEE Conference on Virtual Reality and 3D User Interfaces,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
VRST,ACM Virtual Reality Software and Technology,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
WACV,IEEE Workshop on Applications of Computer Vision,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
WG,International Workshop on Graph-Theoretic Concepts in Computer Science,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
WISE,International Conference on Web Information Systems Engineering,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
WoWMoM,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
e-Science,IEEE International Conference on e-Science and Grid Computing,2014,A,COREA-2014.csv,1,False,A,infer_2008_2013
AAAI,National Conference of the American Association for Artificial Intelligence,2014,A*,COREAstar-2014.csv,1,False,A*,infer_2008_2013
